-100,0,0
-99,0,0
-98,0,0
-97,0,0
-96,0,0
-95,0,0
-94,0,0
-93,0,0
-92,0,0
-91,0,0
-90,0,0
-89,0,0
-88,0,0
-87,0,0
-86,0,0
-85,0,0
-84,0,0
-83,0,0
-82,0,0
-81,0,0
-80,0,0
-79,0,0
-78,0,0
-77,0,0
-76,0,0
-75,0,0
-74,0,0
-73,0,0
-72,0,0
-71,0,0
-70,0,0
-69,0,0
-68,0,0
-67,0,0
-66,0,0
-65,0,0
-64,0,0
-63,0,0
-62,0,0
-61,0,0
-60,0,0
-59,0,0
-58,0,0
-57,0,0
-56,0,0
-55,0,0
-54,0,0
-53,0,0
-52,0,0
-51,0,0
-50,0,0
-49,0,0
-48,0,0
-47,0,0
-46,0,0
-45,0,0
-44,0,0
-43,0,0
-42,0,0
-41,0,0
-40,0,0
-39,0,0
-38,0,0
-37,0,0
-36,0,0
-35,0,0
-34,0,0
-33,0,0
-32,0,0
-31,0,0
-30,0,0
-29,0,0
-28,0,0
-27,0,0
-26,0,0
-25,0,0
-24,0,0
-23,0,0
-22,0,0
-21,0,0
-20,0,0
-19,0,0
-18,0,0
-17,0,0
-16,0,0
-15,0,0
-14,0,0
-13,44.6963,0
-12,83.4331,0
-11,282.084,0
-10,336.712,0
-9,701.236,0
-8,726.067,0
-7,724.081,0
-6,1557.42,0
-5,1554.44,0
-4,1560.4,0
-3,1845.46,0
-2,1846.46,0
-1,1875.26,0
0,3630.34,0
1,3647.22,0
2,3694.9,0
3,3730.65,0
4,3731.65,0
5,3772.37,0
6,3743.57,0
7,4168.18,0
8,4751.72,0
9,5188.25,0
10,5310.92,0
11,5539.37,0
12,5553.27,0
13,5563.95,65
14,5566.93,55
15,5714.43,643
16,5741.24,837
17,5727.83,795
18,5728.08,796
19,5723.86,865
20,5721.13,946
21,5722.12,1104
22,5713.68,1040
23,5688.85,956
24,5676.93,924
25,5629.75,830
26,5634.72,936
27,5620.81,890
28,5571.89,915
29,5558.98,925
30,5532.41,966
31,5511.8,935
32,5502.61,1320
33,5494.17,1352
34,5489.45,1957
35,5477.54,2133
36,5467.6,2581
37,5433.83,3059
38,5374.49,3366
39,5374.73,3543
40,5302.97,3566
41,5294.03,3560
42,5238.66,3493
43,5218.3,4229
44,5196.2,7396
45,5179.06,7673
46,5127.66,8038
47,5109.29,8088
48,5084.95,8140
49,5061.86,8125
50,5024.12,8437
51,4654.87,8098
52,4630.04,8028
53,4555.55,7870
54,4315.68,7178
55,4150.8,6610
56,3954.88,5945
57,3841.4,5684
58,3798.44,5567
59,3711.78,5504
60,3659.64,6614
61,3560.81,6522
62,3535.23,6467
63,3381.03,5926
64,3359.67,5862
65,3212.18,5294
66,3187.84,5244
67,3065.67,5122
68,2623.92,3389
69,2510.44,3016
70,2449.86,3718
71,2137.48,2462
72,2119.6,2466
73,2020.52,2323
74,1987.75,2271
75,1842.48,2658
76,1623.22,2447
77,1522.65,2046
78,1056.07,189
79,768.28,0
80,752.388,0
81,639.654,0
82,568.14,0
83,556.718,0
84,205.106,0
85,140.545,0
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,0
100,0,0
101,0,0
102,0,0
103,0,0
104,0,0
105,0,0
106,0,0
107,0,0
108,0,0
109,0,0
110,0,0
111,0,0
112,0,0
113,0,0
114,0,0
115,0,0
116,0,0
117,0,0
118,0,0
119,0,0
120,0,0
121,0,0
122,0,0
123,0,0
124,0,0
125,0,0
126,0,0
127,0,0
128,0,0
129,0,0
130,0,0
131,0,0
132,0,0
133,0,0
134,0,0
135,0,0
136,0,0
137,0,0
138,0,0
139,0,0
140,0,0
141,0,0
142,0,0
143,0,0
144,0,0
145,0,0
146,0,0
147,0,0
148,0,0
149,0,0
150,0,0
151,0,0
152,0,0
153,0,0
154,0,0
155,0,0
156,0,0
157,0,0
158,0,0
159,0,0
160,0,0
161,0,0
162,0,0
163,0,0
164,0,0
165,0,0
166,0,0
167,0,0
168,0,0
169,0,0
170,0,0
171,0,0
172,0,0
173,0,0
174,0,0
175,0,0
176,0,0
177,0,0
178,0,0
179,0,0
180,0,0
181,0,0
182,0,0
183,0,0
184,0,0
185,0,0
186,0,0
187,0,0
188,0,0
189,0,0
190,0,0
191,0,0
192,0,0
193,0,0
194,0,0
195,0,0
196,0,0
197,0,0
198,0,0
199,0,0
200,0,0
201,0,0
202,0,0
203,0,0
